,Symbol,Company Name,Exchange,Price,Shares,Date,Offer Amount,Actions,Description,Country,Group,Industry
294,DCPH,"Deciphera Pharmaceuticals, Inc.",NASDAQ Global Select,17.0,"7,500,000",09/28/2017,127500000,Priced,Deciphera Pharmaceuticals Inc. a clinical-stage biopharmaceutical company develops drugs to enhance the lives of cancer patients by addressing key mechanisms of drug resistance that limit the rate and durability of response of various cancer therapies. Its lead drug candidate is ripretinib for the treatment of gastrointestinal stromal tumors; and that is in Phase I trial for treating gliomas melanoma NSCLC/germ cell/penile and soft tissue sarcomas. The company is also developing immunokinase inhibitors comprising DCC-3014 that is in Phase I trial for the treatment of tenosynovial giant cell tumors; and Rebastinib which is in Phase Ib/II trial to treat solid tumors as well as to investigate in combination with chemotherapy for the treatment of multiple solid tumors. In addition its preclinical stage drug candidate is DCC-3116 for the treatment of RAS mutant cancers. The company was founded in 2003 and is headquartered in Waltham Massachusetts.,United States,Research,Healthcare
295,NCNA,NuCana plc,NASDAQ Global Select,15.0,"6,667,000",09/28/2017,100005000,Priced,NuCana plc a clinical-stage biopharmaceutical company engages in the development of products for the treatment of cancer. The company develops its products based on its proprietary ProTide technology. Its lead product candidate includes Acelarin which is in Phase Ib and Phase III clinical trials for the treatment of patients with biliary tract cancer; a Phase II clinical trial for the treatment of patients with platinum-resistant ovarian cancer; Phase Ib clinical trial for the treatment of patients with biliary cancer; and Phase III clinical trial for the treatment of patients with metastatic pancreatic cancer. The company is also developing NUC-3373 a ProTide transformation of the active anti-cancer metabolite of 5-fluorouracil which is in Phase I clinical trial for the treatment of patients with advanced solid tumors; and NUC-7738 a nucleoside analog that is in Phase I clinical trial for the treatment of patients with advanced solid tumors and hematological tumors. NuCana plc has a research collaboration and license agreement with Cardiff University and University College Cardiff Consultants Ltd. for the design synthesis characterization and evaluation of ProTides; and an assignment license and collaboration agreement with Cardiff ProTides Ltd. The company was formerly known as NuCana BioMed Limited and changed its name to NuCana plc in August 2017. NuCana plc was incorporated in 1997 and is headquartered in Edinburgh the United Kingdom.,United Kingdom,Research,Healthcare
296,CTK,CooTek(Cayman)Inc.,NYSE,12.0,"4,350,000",09/28/2018,52200000,Priced,CooTek (Cayman) Inc. operates as a mobile internet company in the United States the People's Republic of China and internationally. Its primary product is TouchPal Smart Input an input method for mobile devices that supports approximately 110 languages; and TouchPal Phonebook Chinese communication application that enables users in China to make phone calls through internet for free to search contacts on the dial pad and to block spam calls. The company also offers Crazy Reading Novel a mobile application that provides users with free online novels; fitness application comprising Hi Shou; Drink Water Reminder that helps users drink an appropriate amount of water on a daily basis; Happy Jogging a free pedometer mobile application; and Hailaidian a mobile application that provides pictures videos and music to decorate the call interface and help users have fun when receiving phone calls. CooTek (Cayman) Inc. was founded in 2008 and is headquartered in Shanghai the People's Republic of China.,China,OS,Technology
297,GRTS,"Gritstone Oncology, Inc.",NASDAQ Global Select,15.0,"6,666,667",09/28/2018,100000005,Priced,Gritstone Oncology Inc. an immuno-oncology company engages in developing tumor-specific cancer immunotherapies to fight various cancer types. Its lead product candidate is GRANITE-001 which is in Phase I/II clinical trial for the treatment of solid tumors including metastatic non-small cell lung cancer as well as gastroesophageal bladder and microsatellite stable and colorectal cancers. Gritstone Oncology Inc. has a strategic collaboration with bluebird bio Inc. The company was founded in 2015 and is headquartered in Emeryville California.,United States,Research,Healthcare
298,PQG,PQ Group Holdings Inc.,NYSE,17.5,"29,000,000",09/29/2017,507500000,Priced,PQ Group Holdings Inc. provides specialty catalysts materials chemicals and services in the United States the Netherlands the United Kingdom and internationally. The company operates through four segments: Refining Services Catalysts Performance Materials and Performance Chemicals. The Refining Services segment offers sulfuric acid recycling and end-to-end logistics services to produce alkylate; and virgin sulfuric acid for water treatment mining and industrial applications. The Catalysts segment provides silica catalysts and zeolite catalysts for producers and licensors of polyethylene and methyl methacrylate. The Performance Materials segment offers transportation safety microspheres for various binders such as paint and epoxy coatings; and engineered glass materials including solid and hollow microspheres and particles for uses such as strengthening and light-weighting in plastics and polymer additives cleaning and peening of metal surfaces and conductivity or shielding in electronic applications. The Performance Chemicals segment offers sodium silicates for construction cleaning water treatment pulp and paper foundry and refractory green tires electronics and refining catalysts; and specialty silicas for use as ingredients in personal care products foods edible oils and beers as well as industrial uses consisting of gloss control in coil wood general industrial leather and other surface coating applications. This segment also provides other silicate derivatives including metasilicates spray dried silicates and magnesium and potassium silicates for use in cleaning specialty fertilizer oil and gas mining paint food and cosmetic applications as well as zeolites for use as builders for detergents and other applications such as stabilizers for the production of polyvinylchloride applications. PQ Group Holdings Inc. was founded in 1831 and is headquartered in Malvern Pennsylvania.,United States,Misc.,Basic Materials
299,NTNX,"Nutanix, Inc.",NASDAQ Global Select,16.0,"14,870,000",09/30/2016,237920000,Priced,Nutanix Inc. develops and provides an enterprise cloud platform in North America Europe the Asia Pacific the Middle East Latin America and Africa. The company offers Acropolis an enterprise cloud platform that converges virtualization enterprise storage services and virtual networking and platform services; Nutanix Prism a consumer-grade control plane which provides management and analytics; and Acropolis Hypervisor an enterprise-grade virtualization solution. It also offers Nutanix Calm an enterprise cloud platform that automates the provisioning scaling and updating of applications; Nutanix Files a software-defined file storage consolidation solution; Nutanix Flow an application-centric network and policy management solution; and Prism Pro a solution to analyse large volumes of system. In addition the company provides Nutanix Objects a scalable software-defined object storage solution; Nutanix Karbon a turnkey enterprise-grade Kubernetes service offering; Nutanix Move solution simplifies and streamlines the enterprise cloud transition; Nutanix Era a database services software suite; Nutanix Volumes a scale-out storage solution for non-virtualized workloads; Xi IoT a cloud-agnostic edge computing platform; Xi Leap a hybrid cloud disaster recovery service that enables enterprises to protect on-premises workloads and data; Xi Frame a cloud-native and infrastructure-independent desktop-as-a-service platform; and Xi Beam a multi-cloud cost and security compliance optimization service as well as developing Xi Clusters solution which allow deployment of Acropolis on Amazon Web services infrastructure. It serves customers in a range of industries including automotive consumer goods education energy financial services healthcare manufacturing media public sector retail technology and telecommunications as well as service providers. The company was founded in 2009 and is headquartered in San Jose California.,United States,OS,Technology
300,UPWK,Upwork Inc.,NASDAQ Global Select,15.0,"12,476,693",10/03/2018,187150395,Priced,Upwork Inc. operates an online talent marketplace that enables businesses (clients) to find and work with various independent professionals and agencies (freelancers) in the United States India the Philippines and internationally. The company's platform provides access to talent with approximately 8000 skills across approximately 70 categories including content marketing customer service data science and analytics graphic design mobile development sales and web development. Its platform also enables clients to streamline workflows such as talent sourcing outreach and contracting. The company's platform offers access to various functionalities for remote engagements with freelancers comprising communication and collaboration time tracking invoicing and payment. Its marketplace offerings include Upwork Basic Upwork Plus Upwork Business Upwork Enterprise and Upwork Payroll as well as managed and internet escrow agency services. The company was formerly known as Elance-oDesk Inc. and changed its name to Upwork Inc. in May 2015. Upwork Inc. was incorporated in 2013 and is headquartered in Santa Clara California.,United States,Search,Industrials
301,APRE,"Aprea Therapeutics, Inc.",NASDAQ Global Select,15.0,"5,666,667",10/03/2019,85000005,Priced,Aprea Therapeutics Inc. a biopharmaceutical company develops and commercializes cancer therapeutics that reactivate mutant p53 tumor suppressor protein. Its lead product candidate is APR-246 a small molecule p53 reactivator that is in late-stage clinical development for hematologic malignancies including myelodysplastic syndromes and acute myeloid leukemia. The company was founded in 2006 and is headquartered in Boston Massachusetts.,United States,Research,Healthcare
302,FREQ,"Frequency Therapeutics, Inc.",NASDAQ Global Select,14.0,"6,000,000",10/03/2019,84000000,Priced,Frequency Therapeutics Inc. a clinical-stage biotechnology company focuses on harnessing the body's innate biology to repair or reverse damage caused by a broad range of degenerative diseases. Its Progenitor Cell Activation approach uses combinations of small molecules to activate progenitor cells within the body to create functional tissue. The company's lead product candidate is FX-322 which is in phase 2a clinical trial to treat the underlying cause of sensorineural hearing loss. It is also developing medicines for patients across a range of degenerative conditions including multiple sclerosis and diseases of the muscle gastrointestinal tract skin and bone. Frequency Therapeutics Inc. has a licencse and collaboration agreement with Astellas Pharma Inc. for the development and commercialization of FX-322. Frequency Therapeutics Inc. was founded in 2014 and is headquartered in Woburn Massachusetts.,United States,Research,Healthcare
303,MCBS,"MetroCity Bankshares, Inc.",NASDAQ Global Select,13.5,"1,939,000",10/03/2019,26176500,Priced,MetroCity Bankshares Inc. operates as the bank holding company for Metro City Bank that offers banking products and services in Georgia The United States. It offers consumer and commercial checking accounts savings accounts certificates of deposits money transfers and other banking services. The company also provides construction and development commercial real estate commercial and industrial residential mortgage SBA and other consumer loans; and online banking treasury management wire transfer automated clearing house and cash management services. It operates 19 full-service branch locations in Alabama Florida Georgia New York New Jersey Texas and Virginia. The company was founded in 2006 and is based in Doraville Georgia.,United States,Organization,Financial Services
304,VIE,"Viela Bio, Inc.",NASDAQ Global Select,19.0,"7,900,000",10/03/2019,150100000,Priced,Viela Bio Inc. a clinical-stage biotechnology company engages in the research and development of treatments for severe inflammation and autoimmune diseases in the United States. The company's lead product candidate is inebilizumab a humanized monoclonal antibody for neuromyelitis optica spectrum disorder kidney transplant desensitization myasthenia gravis and IgG4-related diseases. It is also developing VIB4920 for kidney transplantation rejection and sjögren's syndrome; and VIB7734 for cutaneous lupus erythematosus. Viela Bio Inc. has a strategic collaboration with Mitsubishi Tanabe Pharma Corporation to develop and commercialize inebilizumab for autoimmune diseases in Japan Thailand South Korea Indonesia Vietnam Malaysia the Philippines Singapore and Taiwan. The company was founded in 2017 and is headquartered in Gaithersburg Maryland.,United States,Research,Healthcare
305,GH,"Guardant Health, Inc.",NASDAQ Global Select,19.0,"12,500,000",10/04/2018,237500000,Priced,Guardant Health Inc. a precision oncology company provides blood tests data sets and analytics in the United States and internationally. The company offers liquid biopsy tests for advanced stage cancer such as Guardant360 a molecular diagnostic test that measures various cancer-related genes; and GuardantOMNI a broader gene panel including genes associated with homologous recombination repair deficiency and biomarkers for immuno-oncology applications. It also provides LUNAR-1 for minimal residual disease and recurrence detection in cancer survivors. In addition the company is developing LUNAR-2 for early detection of cancer in higher risk individuals. Further it offers development services including companion diagnostic development and regulatory approval clinical trial referral and liquid biopsy testing development and support services to biopharmaceutical companies and medical institutions. Guardant Health Inc. was incorporated in 2011 and is headquartered in Redwood City California.,United States,Research,Healthcare
306,CCH,Collier Creek Holdings,NYSE,10.0,"40,000,000",10/05/2018,400000000,Priced,Collier Creek Holdings does not have significant operations. It intends to effect a merger share exchange asset acquisition share purchase reorganization or similar business combination with one or more businesses. The company focuses on searching for a business in the consumer goods industry and related sectors. Collier Creek Holdings was founded in 2018 and is based in New York New York.,United States,Misc.,Financial Services
307,ESTC,Elastic N.V.,NYSE,36.0,"7,000,000",10/05/2018,252000000,Priced,Elastic N.V. a search company delivers technology that enables users to search through structured and unstructured data for a range of consumer and enterprise applications. It primarily offers Elastic Stack a set of software products that ingest and store data from various sources and formats as well as perform search analysis and visualization. The company's Elastic Stack product comprises Elasticsearch a distributed real-time search and analytics engine and data store for various types of data including textual numerical geospatial structured and unstructured; Kibana a user interface management and configuration interface for the Elastic Stack; Beats a single-purpose data shippers for sending data from edge machines to Elasticsearch or Logstash; and Logstash a data processing pipeline for ingesting data into Elasticsearch or other storage systems. It also provides software solutions on the Elastic Stack that address cases including app search site search enterprise search logging metrics application performance monitoring business analytics and security analytics. Its products are used by individual developers and organizations of a range of industries. The company was founded in 2012 and is headquartered in Mountain View California.,United States,OS,Technology
308,ADSW,"Advanced Disposal Services, Inc.",NYSE,18.0,"19,250,000",10/06/2016,346500000,Priced,Advanced Disposal Services Inc. provides non-hazardous solid waste collection transfer recycling and disposal services. The company is involved in the curbside collection of residential refuse from small carts or containers into collection vehicles for transport to a disposal/recycling site. It also supplies commercial and industrial customers with waste containers; rents or sells compactors to large waste generators; and provides roll-off containers as well as waste collection transportation and disposal services to construction and demolition sites. In addition the company offers landfill disposal services; and manages or operates recycling facilities that collect process and sell old corrugated cardboard old newspaper mixed paper aluminum glass and other materials as well as provides customer services. Further it engages in trucking activities; and landfill gas-to-energy operations at municipal solid waste landfills as well as manages third-party owned landfills. The company serves approximately 2.7 million residential customers; 200000 commercial and industrial customers; and 800 municipalities in the Southeast Midwest and Eastern regions of the United States as well as the Commonwealth of the Bahamas. As of December 31 2019 it owned or operated 95 collection operations 73 transfer stations 41 active solid waste landfills and 3 recycling facilities in 16 states and the Bahamas. The company was formerly known as ADS Waste Holdings Inc. and changed its name to Advanced Disposal Services Inc. in January 2016. Advanced Disposal Services Inc. was founded in 2000 and is headquartered in Ponte Vedra Florida.,United States,Misc.,Industrials
309,COUP,Coupa Software Inc,NASDAQ Global Select,18.0,"7,400,000",10/06/2016,133200000,Priced,Coupa Software Incorporated provides cloud-based business spend management platform. Its platform connects organizations with suppliers globally; and provides visibility into and control over how companies spend money as well as enables businesses to achieve savings that drive profitability. The company's platform consists of procurement invoicing expense management and payment modules that form the transactional engine for managing a company's business spend; and offers supporting modules including strategic sourcing spend analysis contract management supplier management and contingent workforce management. Its customers include businesses in various industries including healthcare and pharmaceuticals retail financial services manufacturing and technology. The company markets its platform primarily through a direct sales force. The company was founded in 2006 and is headquartered in San Mateo California.,United States,OS,Technology
310,SWCH,"Switch, Inc.",NYSE,17.0,"31,250,000",10/06/2017,531250000,Priced,Switch Inc. through its subsidiary Switch Ltd. provides colocation space and related services primarily to technology and digital media companies in the United States. It develops and operates data centers in Nevada and Michigan. The company also serves cloud and managed service providers financial institutions IT and software providers government agencies network and telecommunications providers and others that conduct critical business on the internet. Switch Inc. was founded in 2000 and is headquartered in Las Vegas Nevada.,United States,Productivity,Technology
311,CWH,"Camping World Holdings, Inc.",NYSE,22.0,"11,363,636",10/07/2016,249999992,Priced,Camping World Holdings Inc. through its subsidiaries operates as an outdoor and camping retailer. The company operates through three segments: Consumer Services and Plans Dealership and Retail. It provides a portfolio of services protection plans products and resources for recreational vehicle (RV) owners and camping enthusiasts. It provides emergency roadside assistance; property and casualty insurance programs; travel assist programs; extended vehicle service contracts; travel protection; co-branded credit cards; vehicle financing and refinancing; club memberships; and publications and directories. The company also offers new and used RVs parts and services including RV accessories and supplies; camping hunting fishing skiing snowboarding bicycling skateboarding and marine and watersport equipment and supplies; finance and insurance; and RV repair and maintenance services. As of December 31 2018 it operated a network of 227 retail locations in 36 states of the United States. The company also serves customers through e-commerce platforms and direct marketing. Camping World Holdings Inc. was founded in 1966 and is headquartered in Lincolnshire Illinois.,United States,Search,Consumer Cyclical
312,BNTX,BioNTech SE,NASDAQ Global Select,15.0,"10,000,000",10/10/2019,150000000,Priced,BioNTech SE a biotechnology company develops and commercializes immunotherapies for cancer and other diseases. The company is involved in developing FixVac product candidates including BNT111 which is in Phase I clinical trial for advance melanoma; BNT112 for prostate cancer; BNT113 that is in Phase I clinical trial to treat HPV+ head and neck cancers; BNT114 which is in Phase I clinical trial for triple negative breast cancer; and BNT115 and BNT116 to treat other cancers including ovarian cancer. It also develops individualized neo-antigen specific immunotherapies such as RO7198457 which is in Phase II clinical trial for first-line melanoma as well as in Phase I clinical trial to treat multiple solid tumors; mRNA intratumoral immunotherapy comprising SAR441000 that is in Phase I clinical trial for solid tumors; and BNT141 and BNT142 to treat multiple solid tumors. In addition the company develops RiboCytokines which include BNT151 BNT152 and BNT152 for multiple solid tumors; chimeric antigen receptor T cell immunotherapies such as BNT211 to treat multiple solid tumors and BNT212 for pancreatic and other cancers; next-generation checkpoint immunomodulators consisting of GEN1046 and GEN1042 which are in Phase I clinical trial to treat multiple solid tumors. Further it develops MVT-5873 an IgG1 monoclonal antibody which is in Phase I clinical trial for pancreatic cancer; BNT411 small molecule immunomodulator product candidate for solid tumors; and infectious disease immunotherapies and rare disease protein replacement therapies. The company has a collaboration with Pfizer Inc. to develop vaccines for the coronavirus using its mRNA-based drug development platform; and development and commercialization collaboration with Shanghai Fosun Pharmaceutical (Group) Co. Ltd. to advance a vaccine candidate BNT162 for the prevention of COVID-19 infections. The company was founded in 2008 and is headquartered in Mainz Germany.,Germany,Research,Healthcare
313,ALLO,"Allogene Therapeutics, Inc.",NASDAQ Global Select,18.0,"18,000,000",10/11/2018,324000000,Priced,Allogene Therapeutics Inc. a clinical stage immuno-oncology company develops and commercializes genetically engineered allogeneic T cell therapies for the treatment of cancer. The company is developing UCART19 an allogeneic chimeric antigen receptor (CAR) T cell product candidate which is in Phase I clinical trials for the treatment of pediatric and adult patients with R/R CD19 positive B-cell ALL; ALLO-501 an anti-CD19 allogeneic CAR T cell product candidate that is in Phase I clinical trial for the treatment of R/R non-Hodgkin lymphoma; and ALLO-501A for the treatment R/R large B-cell lymphoma or transformed follicular lymphoma. It is also developing ALLO-715 an allogeneic CAR T cell product candidate that is in a Phase 1 clinical trial for treating R/R multiple myeloma; ALLO-819 an allogeneic CAR T cell product candidates for the treatment of acute myeloid leukemia; ALLO-647 an anti-CD52 monoclonal antibody; CD70 to treat renal cell cancer; and DLL3 for the treatment of small cell lung cancer and other aggressive neuroendocrine tumors. The company has license and collaboration agreements with Pfizer Inc.; Servier; Cellectis S.A.; and Notch Therapeutics Inc. as well as clinical trial collaboration agreement with SpringWorks Therapeutics Inc. Allogene Therapeutics Inc. was founded in 2017 and is headquartered in South San Francisco California.,United States,Research,Healthcare
314,LTHM,Livent Corp.,NYSE,17.0,"20,000,000",10/11/2018,340000000,Priced,Livent Corporation manufactures and sells performance lithium based batteries specialty polymer and chemical synthesis applications in North America Latin America Europe the Middle East Africa and the Asia Pacific. The company offers lithium compounds for use in applications that have specific performance requirements including battery-grade lithium hydroxide for use in high performance lithium-ion batteries; and butyllithium which is used in the production of polymers and pharmaceutical products as well as a range of specialty lithium compounds including high purity lithium metal which is used in the production of lightweight materials for aerospace applications and non-rechargeable batteries. It also provides lithium phosphate pharmaceutical-grade lithium carbonate high purity lithium chloride and specialty organics; and lithium carbonate and lithium chloride for use as feedstock in the process of producing performance lithium compounds. The company was incorporated in 2018 and is headquartered in Philadelphia Pennsylvania. Livent Corporation is a subsidiary of FMC Corporation.,United States,Misc.,Basic Materials
315,VIR,"Vir Biotechnology, Inc.",NASDAQ Global Select,20.0,"7,142,858",10/11/2019,142857160,Priced,Vir Biotechnology Inc. a clinical-stage immunology company develops therapeutic products to treat and prevent serious infectious diseases. It develops VIR-2218 and VIR-3434 for the treatment of hepatitis B virus; VIR-2482 for the prevention of influenza A virus; VIR-1111 for the prevention of human immunodeficiency virus; and VIR-2020 for the prevention of tuberculosis. The company has grant agreements with Bill & Melinda Gates Foundation and National Institutes of Health; an option and license agreement with Brii Biosciences Limited and Brii Biosciences Offshore Limited; a collaboration and license agreement with Alnylam Pharmaceuticals Inc.; a collaboration license and option agreement with Visterra Inc.; license agreements with The Rockefeller University and MedImmune Inc.; a collaboration with WuXi Biologics; and a collaborative research agreement with Generation Bio. as well as GlaxoSmithKline Intellectual Property Development Limited GlaxoSmithKline Biologicals SA. and Alnylam Pharmaceuticals Inc. It also has a manufacturing agreement with Samsung Biologics Co.Ltd. for the manufacture of SARS-COV-2 antibodies for potential COVID-19 treatment. Vir Biotechnology Inc. was founded in 2016 and is headquartered in San Francisco California.,United States,Research,Healthcare
316,HBT,"HBT Financial, Inc.",NASDAQ Global Select,16.0,"8,300,000",10/11/2019,132800000,Priced,HBT Financial Inc. operates as the bank holding company for Heartland Bank and Lincoln Bank that provides business commercial and retail banking products and services to businesses families and local governments throughout Central and Northeastern Illinois. The company offers checking saving and retirement accounts as well as demand and time deposits. It also provides commercial real estate commercial and industrial construction and land development agricultural and farmland multi-family and one-to-four family residential loans as well as municipal consumer and other loans. In addition the company offers wealth management services including financial planning to individuals trusts and estates; trustee and custodial investment management corporate retirement plan consulting and administration and retail brokerage services; and specialized farm management farmland sale and crop insurance services as well as originates and sells conventional residential mortgage loans. It operates 61 full-service and 3 limited-service branch locations. The company was formerly known as Heartland Bancorp Inc. and changed its name to HBT Financial Inc. in September 2019. HBT Financial Inc. was founded in 1920 and is headquartered in Bloomington Illinois.,United States,Organization,Financial Services
317,XOG,"Extraction Oil & Gas, Inc.",NASDAQ Global Select,19.0,"33,333,333",10/12/2016,633333327,Priced,Extraction Oil & Gas Inc. an independent oil and gas company focuses on the acquisition development and production of oil natural gas and natural gas liquid reserves in the Rocky Mountain region primarily in the Wattenberg Field of the Denver-Julesburg (DJ) Basin of Colorado. The company also engages in the construction and support of midstream assets to gather process and produce crude oil and gas. As of December 31 2019 it had approximately 169900 net acres of contiguous acreage blocks in the productive areas of the DJ Basin; held approximately 125500 net acres outside of the Core DJ Basin; had estimated proved reserves of approximately 254.1 MMBoe; and had 1509 gross producing wells. The company was founded in 2012 and is headquartered in Denver Colorado. On June 14 2020 Extraction Oil & Gas Inc. along with its affiliates  filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the District of Delaware.,United States,Misc.,Energy
318,AZRE,Azure Power Global Ltd,NYSE,18.0,"3,409,091",10/12/2016,61363638,Priced,Azure Power Global Limited together with its subsidiaries engages in the development construction ownership operation maintenance and management of solar power plants in India. It generates solar energy based on long-term contracts with Indian government energy distribution companies as well as other non-governmental energy distribution companies and commercial customers. As of March 31 2019 the company operated 41 utility scale projects and various commercial rooftop projects with a combined rated capacity of 1441 MW. Azure Power Global Limited was founded in 2008 and is based in New Delhi India.,India,Misc.,Utilities
319,CARG,"CarGurus, Inc.",NASDAQ Global Select,16.0,"9,400,000",10/12/2017,150400000,Priced,CarGurus Inc. operates an online automotive marketplace connecting buyers and sellers of new and used cars in the United States Canada the United Kingdom Germany Italy and Spain. The company provides consumers an online automotive marketplace where they can search for new and used car listings from its dealers as well as sell their car in the United States marketplace. Its marketplace connects dealers to a large audience of informed and engaged consumers. The company operates online marketplaces under the CarGurus brand in Canada the United Kingdom Germany Italy and Spain; and the PistonHeads online marketplace as an independent brand in the United Kingdom. CarGurus Inc. was founded in 2005 and is headquartered in Cambridge Massachusetts.,United States,Search,Communication Services
320,PLAN,"Anaplan, Inc.",NYSE,17.0,"15,500,000",10/12/2018,263500000,Priced,Anaplan Inc. provides a cloud-based connected planning platform to connect organizations and people. Its platform unites traditionally distinct or disconnected database structures including relational columnar and online analytical processing with in-memory data storage and calculation that is used in connecting various areas of an organization such as finance sales supply chain marketing human resources and operations. The company delivers its application over the Internet as a subscription service using a software-as-a-service model as well as offers professional services related to implementing and supporting its application. It has operations in the United States Australia Austria Belgium France Germany India Israel Japan Malaysia the Netherlands the Philippines Singapore Sweden Switzerland and the United Kingdom. The company was founded in 2008 and is headquartered in San Francisco California.,United States,OS,Technology
321,OPTN,"OptiNose, Inc.",NASDAQ Global Select,16.0,"7,500,000",10/13/2017,120000000,Priced,OptiNose Inc. a specialty pharmaceutical company focuses on the development and commercialization of products for patients treated by ear nose and throat; and allergy specialists in the United States. The company offers XHANCE a therapeutic product utilizing its proprietary optinose exhalation delivery system that delivers a topically-acting and anti-inflammatory corticosteroid for the treatment of chronic rhinosinusitis with and without nasal polyps. It is also developing XHANCE which is in Phase IIIb clinical trial for the treatment of chronic sinusitis; and OPN-300 for the treatment of Prader-Willi syndrome a rare genetic obesity disorder as well as autism spectrum disorder. The company has a license agreement with Currax Pharmaceuticals LLC for the commercialization of Onzetra Xsail (sumatriptan nasal powder) to treat migraine in adults; and Inexia Limited to develop manufacture import and sale products containing orexin receptor agonist and/or orexin receptor positive modulator molecules for the treatment diagnosis or prevention of human diseases or conditions associated primarily with orexin receptor agonism and orexin receptor positive modulation. OptiNose Inc. was founded in 2010 and is headquartered in Yardley Pennsylvania.,United States,Research,Healthcare
322,TUSK,"MAMMOTH ENERGY SERVICES, INC.",NASDAQ Global Select,15.0,"7,750,000",10/14/2016,116250000,Priced,Mammoth Energy Services Inc. operates as an oilfield service company. The company operates in three segments: Infrastructure Services Pressure Pumping Services and Natural Sand Proppant Services. The Infrastructure Services segment offers a range of services on electric transmission and distribution networks and substation facilities including the construction upgrade maintenance and repair of high voltage transmission lines substations and lower voltage overhead and underground distribution systems; storm repair and restoration services; and commercial services comprising installation maintenance and repair of commercial wiring. The Pressure Pumping Services segment provides high-pressure hydraulic fracturing services to enhance the production of oil and natural gas from formations having low permeability. The Natural Sand Proppant Services segment is involved in mining processing and selling proppant for hydraulic fracturing; buying processed sand from suppliers on the spot market and reselling that sand; and providing logistics solutions to facilitate delivery of frac sand products. The company also offers other energy services including contract land and directional drilling coil tubing pressure control flowback cementing acidizing equipment rental crude oil hauling and remote accommodation services. It serves government-funded utilities private and public investor owned utilities co-operative utilities independent oil and natural gas producers and land-based drilling contractors in North America. The company was founded in 2014 and is headquartered in Oklahoma City Oklahoma.,United States,Misc.,Energy
323,BRBR,"BELLRING BRANDS, INC.",NYSE,14.0,"34,285,714",10/17/2019,479999996,Priced,BellRing Brands Inc. manufactures and sells nutrition products in the United States and internationally. The company offers ready-to-drink (RTD) protein shakes other RTD beverages powders and nutrition bars and supplements. It offers its products primarily under the Premier Protein Dymatize and PowerBar as well as Joint Juice and Supreme Protein brands. The company sells its products through a network of channels including club e-commerce convenience and specialty as well as food drug and mass; and through a broker network for customers in the convenience grocery and mass channels and through distributors for the specialty channel. BellRing Brands Inc. was founded in 2019 and is headquartered in St. Louis Missouri. BellRing Brands Inc. operates as a subsidiary of Post Holdings Inc.,United States,Misc.,Consumer Defensive
324,IPHA,Innate Pharma SA,NASDAQ Global Select,5.5,"12,500,000",10/17/2019,68750000,Priced,Innate Pharma S.A. a biotechnology company discovers and develops therapeutic antibodies for the treatment of oncology indications in France and internationally. The company's products include Monalizumab an immune checkpoint inhibitor that is in Phase II clinical trial to treat advanced solid tumors comprising colorectal cancer as well as head and neck cancer; Anti-Siglec-9 checkpoint inhibitor program which is in preclinical stage for immuno-oncology; Lumoxiti (moxetumomab pasudotox-tdfk) a tumor antigen targeting solution for the treatment of hairy cell leukemia; and Lacutamab (IPH4102) an anti-KIR3DL2 humanized cytotoxicity-inducing antibody which is in Phase II clinical trial for the treatment of cutaneous T-cell lymphoma. Its products also include IPH61 a bispecific NK cell engager a preclinical solution for the generation and evaluation of up to two bispecific NK cell engagers; IPH43 a program that is in preclinical trial to develop anti-MICA/B therapeutic antibody in oncology; Avdoralimab/IPH5401 a therapeutic antibody which is in Phase II clinical trial that binds and blocks C5a receptors expressed on subsets of myeloid-derived suppressor cells and neutrophils; IPH5201 a blocking antibody that is in Phase I clinical trial targeting the CD39 immunosuppressive pathway; and IPH5301 a CD-73-blocking antibody that is in preclinical trial for restoring a pro-inflammatory microenvironment. Innate Pharma S.A. has licensing and collaboration agreements with AstraZeneca Novo Nordisk A/S and Sanofi; and co-development and license agreement with MedImmune. The company was founded in 1999 and is headquartered in Marseille France.,France,Research,Healthcare
325,QD,Qudian Inc.,NYSE,24.0,"37,500,000",10/18/2017,900000000,Priced,Qudian Inc. provides online small consumer credit products in the People's Republic of China. It uses big data-enabled technologies including artificial intelligence and machine learning to transform the consumer finance experience. The company offers small credit products such as cash credit products; merchandise credit products to finance borrowers' direct purchase of merchandise offered on its marketplace on installment basis; and budget auto financing products. In addition it operates a platform for loan recommendations and referrals. Qudian Inc. was founded in 2014 and is headquartered in Xiamen the People's Republic of China.,China,Business,Financial Services
326,MSC,STUDIO CITY INTERNATIONAL HOLDINGS Ltd,NYSE,12.5,"28,750,000",10/18/2018,359375000,Priced,Studio City International Holdings Limited operates a gaming retail and entertainment resort in Cotai Macau. The company also operates Studio City Casino with 250 mass market gaming tables; approximately 947 gaming machines; and 45 VIP rolling chip tables. In addition its resort provides various non-gaming facilities including approximately 1600 luxury hotel rooms; food and beverage outlets; retail space; figure-8 Ferris wheel; a 4-D Batman flight simulator; a night club; and a 5000-seat live performance arena. The company was formerly known as Cyber One Agents Limited and changed its name to Studio City International Holdings Limited in January 2012. The company was founded in 2000 and is based in Central Hong Kong. Studio City International Holdings Limited operates as a subsidiary of Melco International Development Limited.,Hong Kong,Misc.,Consumer Cyclical
